,Building condition,Living area,Kitchen type,Bedrooms,Bathrooms,Price,Type of Property,Subtype of Property,Type of Sale,Neighbourhood or locality,Number of frontages,Furnished,Surface of the plot,Garden surface,Swimming pool,Terrace
13005,As new,148,Hyper equipped,3,None,"€ 315,000  315000 €",house,house,for sale,None,None,0.0,404,None,None,1.0
13006,As new,135,Hyper equipped,2,2,"€ 799,500  799500 €",apartment,duplex,for sale,None,3,0.0,None,199,0.0,None
13007,Good,155,Semi equipped,2,1,"Make an offer starting from  € 235,000  Make an offer starting from  235000 €",house,house,for sale,None,3,None,1000,None,None,1.0
13009,To be done up,266,Installed,4,3,"€ 1,195,000  1195000 €",house,house,for sale,None,4,None,1080,1080,None,None
13011,To renovate,170,None,2,2,"Make an offer starting from  € 95,000  Make an offer starting from  95000 €",house,apartment block,for sale,None,2,0.0,427,None,None,1.0
13013,As new,92,USA hyper equipped,2,1,"€ 325,000  325000 €",apartment,apartment,for sale,None,2,0.0,None,None,None,None
13014,Good,108,USA hyper equipped,2,2,"€ 1,250,000  1250000 €",apartment,duplex,for sale,None,2,0.0,None,None,0.0,None
13015,As new,150,USA hyper equipped,4,1,"€ 685,000  685000 €",apartment,duplex,for sale,None,3,None,None,8,0.0,None
13017,Good,99,Installed,2,1,"€ 239,900  239900 €",apartment,apartment,for sale,None,3,None,None,None,0.0,None
13021,Good,110,Installed,3,1,"€ 367,000  367000 €",apartment,duplex,for sale,None,2,None,None,None,0.0,None
13022,Good,157,Installed,3,1,"€ 279,000  279000 €",apartment,duplex,for sale,None,2,0.0,None,None,0.0,1.0
13023,Good,150,Installed,3,1,"€ 379,000  379000 €",house,house,for sale,None,3,0.0,361,361,0.0,1.0
13025,To be done up,100,Semi equipped,1,1,"Make an offer starting from  € 420,000  Make an offer starting from  420000 €",house,house,for sale,Famenne - Ardennes,4,0.0,5564,5564,0.0,1.0
13027,Good,650,Installed,8,7,"€ 790,000  790000 €",house,mansion,for sale,None,None,None,1190,None,None,1.0
13028,Good,100,Semi equipped,3,1,"€ 214,000  214000 €",apartment,apartment,for sale,None,2,None,None,None,None,1.0
13029,As new,117,Installed,4,1,"€ 225,000  225000 €",house,house,for sale,Grand Liège,4,0.0,942,374,0.0,1.0
13030,Good,192,Semi equipped,2,1,"€ 445,000  445000 €",house,town house,for sale,None,3,0.0,363,None,None,1.0
13033,None,225,Hyper equipped,4,1,"€ 500,000  500000 €",house,house,for sale,Résidentiel,4,None,1485,None,None,None
13035,To renovate,52,Semi equipped,1,1,"€ 170,000  170000 €",apartment,apartment,for sale,None,2,1.0,None,None,None,1.0
13037,To be done up,230,None,4,2,"€ 960,000  960000 €",apartment,apartment,for sale,Brussels,2,0.0,None,None,None,None
13038,To renovate,200,None,5,1,"€ 535,000  535000 €",house,country cottage,for sale,None,4,0.0,11331,None,0.0,1.0
13039,To renovate,158,None,3,1,"€ 254,000  254000 €",house,house,for sale,None,2,None,640,None,None,1.0
13040,Good,None,None,7,1,"€ 720,000  720000 €",house,other property,for sale,Oost- Vlaanderen,2,None,101,None,None,1.0
13041,As new,274,Hyper equipped,4,2,"€ 865,000  865000 €",house,house,for sale,None,4,None,800,600,0.0,None
13042,To be done up,180,Installed,4,1,"€ 429,000  429000 €",house,house,for sale,Pagodes,2,0.0,260,120,0.0,None
13043,Just renovated,125,None,3,1,"€ 725,000  725000 €",apartment,penthouse,for sale,None,3,0.0,None,None,0.0,1.0
13044,Good,109,Installed,2,None,"€ 35,000  35000 €",house,house,for sale,None,2,0.0,302,150,None,None
13046,Good,124,Installed,3,1,"€ 297,500  297500 €",house,house,for sale,None,4,0.0,1167,718,None,1.0
13047,Good,110,Hyper equipped,2,2,"€ 465,000  465000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
13048,As new,435,Hyper equipped,5,3,"€ 675,000  675000 €",house,house,for sale,None,4,None,3109,None,None,None
13049,To renovate,127,None,2,1,"€ 215,000  215000 €",house,house,for sale,None,None,None,543,None,0.0,1.0
13050,To renovate,64,Semi equipped,1,1,"€ 175,000  175000 €",apartment,apartment,for sale,Parc de Forest,2,None,None,None,None,None
13051,As new,138,Hyper equipped,3,1,"€ 319,000  319000 €",house,house,for sale,None,2,0.0,75,10,None,None
13052,As new,250,Installed,3,1,"€ 1,190,000  1190000 €",house,exceptional property,for sale,None,4,None,550,400,None,None
13054,As new,330,Hyper equipped,6,2,"€ 765,000  765000 €",house,exceptional property,for sale,None,2,None,705,400,None,None
13056,Good,94,None,2,1,"€ 325,000  325000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
13058,Good,150,Semi equipped,3,1,"€ 257,000  257000 €",house,house,for sale,None,3,0.0,270,30,None,None
13060,Good,114,USA installed,3,1,"€ 300,000  300000 €",house,house,for sale,Oostduinkerke,4,None,345,None,0.0,1.0
13061,Good,216,Installed,4,2,"€ 439,900  439900 €",house,house,for sale,None,3,0.0,289,None,None,None
13062,None,144,Installed,1,1,"€ 259,000  259000 €",house,house,for sale,Oost- Vlaanderen,2,0.0,399,None,None,1.0
13063,To renovate,208,Installed,3,1,"€ 339,000  339000 €",house,house,for sale,None,3,0.0,541,None,None,None
13066,To be done up,108,Semi equipped,2,2,"Make an offer starting from  € 149,000  Make an offer starting from  149000 €",house,house,for sale,Waremme,2,0.0,60,None,0.0,None
13067,Good,75,Installed,2,1,"€ 235,000  235000 €",house,house,for sale,Liège,2,0.0,235,80,0.0,None
13068,As new,234,None,4,1,"€ 719,000  719000 €",house,house,for sale,Vlaams-Brabant,4,0.0,923,None,None,1.0
13069,Good,84,Hyper equipped,2,1,"€ 285,000  285000 €",apartment,apartment,for sale,Bruxelles (19 communes),2,0.0,None,None,0.0,None
13071,Good,129,USA hyper equipped,2,2,"€ 535,000  535000 €",apartment,apartment,for sale,None,4,0.0,None,None,0.0,1.0
13072,As new,217,USA hyper equipped,3,1,"€ 412,000  412000 €",house,house,for sale,None,3,0.0,325,325,0.0,1.0
13073,As new,225,USA hyper equipped,4,1,"€ 575,000  575000 €",house,house,for sale,None,3,0.0,347,None,1.0,None
13074,As new,350,Hyper equipped,4,2,"€ 1,150,000  1150000 €",house,house,for sale,None,4,0.0,690,540,0.0,1.0
13075,Good,55,None,2,1,"€ 85,000  85000 €",house,country cottage,for sale,None,1,0.0,410,410,None,None
13076,Good,109,Installed,2,1,"€ 229,000  229000 €",apartment,ground floor,for sale,None,3,0.0,None,None,None,None
13078,To be done up,199,Semi equipped,3,1,"€ 199,000  199000 €",house,house,for sale,None,2,None,105,None,None,None
13082,To be done up,86,Hyper equipped,2,2,"€ 1,095,000  1095000 €",apartment,penthouse,for sale,None,2,None,None,None,0.0,None
13083,Just renovated,195,Hyper equipped,3,None,"€ 599,000  599000 €",house,house,for sale,None,3,None,1066,700,0.0,None
13084,Good,188,Installed,3,1,"€ 575,000  575000 €",house,bungalow,for sale,None,4,0.0,927,None,None,1.0
13086,As new,460,Hyper equipped,5,4,"€ 2,295,000  2295000 €",house,house,for sale,None,2,0.0,320,70,0.0,None
13087,As new,230,None,5,2,"€ 290,000  290000 €",house,mansion,for sale,None,3,0.0,590,None,0.0,1.0
13088,To renovate,900,Hyper equipped,5,5,"€ 2,495,000  2495000 €",house,house,for sale,None,4,0.0,5000,4100,1.0,1.0
13089,Good,64,Semi equipped,1,1,"€ 115,000  115000 €",apartment,apartment,for sale,"Sprimont, Louveigné",2,0.0,None,None,0.0,None
13090,Just renovated,180,USA hyper equipped,4,1,"€ 395,000  395000 €",house,villa,for sale,The Ardennes,4,0.0,1000,820,0.0,1.0
13091,Good,225,None,4,2,"€ 599,000  599000 €",house,villa,for sale,None,4,0.0,2060,None,None,1.0
13092,Just renovated,104,Installed,2,1,"€ 280,000  280000 €",apartment,apartment,for sale,None,None,1.0,None,None,0.0,None
13095,Good,214,Installed,4,1,"€ 299,000  299000 €",house,house,for sale,None,3,None,1365,774,None,None
13098,Good,215,Semi equipped,2,11,"€ 235,000  235000 €",house,house,for sale,None,2,None,570,427,None,None
13102,Just renovated,150,Installed,3,1,"Make an offer starting from  € 189,000  Make an offer starting from  189000 €",house,house,for sale,None,2,None,2450,2300,None,None
13106,Good,300,Hyper equipped,4,2,"€ 1,095,000  1095000 €",house,villa,for sale,None,4,0.0,1554,750,None,None
13107,Good,142,Semi equipped,2,1,"Make an offer starting from  € 199,000  Make an offer starting from  199000 €",house,house,for sale,None,4,None,424,359,None,None
13108,None,80,None,1,1,"€ 245,000  245000 €",apartment,flat studio,for sale,None,2,0.0,None,10,0.0,None
13109,To be done up,58,Semi equipped,1,1,"€ 125,000  125000 €",house,house,for sale,None,3,None,206,None,None,None
13110,Just renovated,160,USA hyper equipped,2,1,"€ 170,000  170000 €",house,house,for sale,None,2,None,200,60,None,None
13111,As new,134,Installed,3,1,"€ 258,000  258000 €",house,house,for sale,None,3,None,138,1,0.0,None
13114,Good,340,Hyper equipped,5,2,"€ 975,000  975000 €",house,villa,for sale,None,4,0.0,590,300,0.0,None
13115,As new,90,USA hyper equipped,2,1,"€ 575,000  575000 €",house,house,for sale,None,2,1.0,100,None,0.0,None
13116,As new,146,None,3,1,"€ 345,000  345000 €",house,house,for sale,None,3,None,490,None,None,1.0
13117,Just renovated,181,Hyper equipped,3,1,"€ 325,000  325000 €",apartment,loft,for sale,None,2,0.0,None,None,0.0,None
13119,As new,116,USA hyper equipped,2,2,"€ 430,000  430000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
13122,As new,167,USA hyper equipped,3,2,"€ 675,000  675000 €",apartment,apartment,for sale,1 - Bruxelles Est,2,0.0,None,90,0.0,None
13123,Good,132,Hyper equipped,3,2,"€ 280,000  280000 €",apartment,apartment,for sale,None,3,0.0,None,None,0.0,None
13124,To renovate,148,None,3,1,"€ 177,000  177000 €",house,house,for sale,centrum Rumbeke,2,None,502,420,None,None
13125,As new,115,Installed,3,1,"€ 410,000  410000 €",apartment,apartment,for sale,None,None,0.0,None,None,0.0,None
13126,None,409,Installed,5,3,"€ 800,000  800000 €",house,house,for sale,None,None,1.0,2615,None,1.0,None
13127,As new,300,Hyper equipped,4,2,"€ 495,000  495000 €",house,villa,for sale,Oost- Vlaanderen,4,None,1093,893,0.0,1.0
13128,Good,140,USA installed,3,1,"Make an offer starting from  € 375,000  Make an offer starting from  375000 €",house,house,for sale,None,4,None,849,None,None,1.0
13129,As new,150,Hyper equipped,3,None,"€ 597,000  597000 €",house,house,for sale,None,3,0.0,264,115,None,None
13130,Good,146,Installed,3,1,"Make an offer starting from  € 330,000  Make an offer starting from  330000 €",house,villa,for sale,Liège,4,0.0,645,265,0.0,None
13131,Just renovated,206,Installed,5,1,"€ 460,000  460000 €",house,house,for sale,None,4,None,3898,None,None,1.0
13133,As new,None,Installed,3,1,"€ 449,000  449000 €",house,house,for sale,None,1,None,260,100,None,None
13135,Good,None,Installed,2,1,"€ 195,000  195000 €",apartment,apartment,for sale,None,2,0.0,None,None,0.0,None
13137,As new,118,Hyper equipped,2,None,"€ 215,000  215000 €",house,house,for sale,None,2,0.0,397,None,None,None
13140,To be done up,1000,USA hyper equipped,6,4,"€ 5,900,000  5900000 €",house,house,for sale,None,4,0.0,120000,120000,0.0,1.0
13143,To be done up,215,Hyper equipped,5,2,"€ 398,500  398500 €",house,villa,for sale,None,4,0.0,769,None,0.0,1.0
13144,As new,197,Hyper equipped,5,2,"€ 665,000  665000 €",house,house,for sale,None,3,None,1630,None,None,1.0
13145,To renovate,196,None,4,1,"€ 269,000  269000 €",house,house,for sale,None,2,0.0,132,38,None,None
