,Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Monthly charges,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
122,10579712,None,None,1945," 650,000",4,416  m² square meters,Installed,None,None,Yes,None,None,None,1133  m²  square meters,4,None,None,Yes,Good,None, 813,230  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
123,10579710,None,None,None," 110,000",2,84  m² square meters,Installed,No,None,Yes,None,None,None,None,None,None,Yes,None,None,None,None,302  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
124,10579709,VISE,None,1900," 189,000",3,104  m² square meters,Installed,None,None,None,16  m²  square meters,None,None,326  m²  square meters,2,No,No,Yes,Good,None, 376,327  kWh/m²  kilowatt hour per square meters,60 kg CO₂/m²,D,Gas
125,10579707,None,None,None," 895,000",5,290  m² square meters,Not installed,None,None,None,None,None,141  m²  square meters,232  m²  square meters,None,None,None,Yes,None,None," 2,627",Not specified,Not specified,Not specified,None
126,10579706,None,None,1910," 545,000",5,165  m² square meters,Hyper equipped,None,None,None,None,None,16  m²  square meters,65  m²  square meters,None,None,None,None,Just renovated,None," 1,123",202  kWh/m²  kilowatt hour per square meters,Not specified,D,None
127,10579702,None,None,1964," 369,000",4,220  m² square meters,None,No,None,None,None,None,None,3285  m²  square meters,4,No,No,Yes,To be done up,None, 948,674  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
128,10579701,None,None,None," 225,000",4,121  m² square meters,None,No,None,None,13  m²  square meters,None,145  m²  square meters,220  m²  square meters,2,No,No,None,None,None,None,406  kWh/m²  kilowatt hour per square meters,75 kg CO₂/m²,E,Gas
129,10579693,None,None,None," 200,000",4,200  m² square meters,Installed,No,None,None,None,None,None,994  m²  square meters,3,None,None,None,None,None, 612,360  kWh/m²  kilowatt hour per square meters,89 kg CO₂/m²,E,Fuel oil
130,10579687,None,None,1972," 385,000",4,240  m² square meters,None,None,None,Yes,None,None,None,351  m²  square meters,3,None,None,None,None,None, 805,525  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
131,10579686,None,None,1969," 440,000",2,93  m² square meters,Hyper equipped,None,None,None,7  m²  square meters,None,None,None,2,No,Yes,Yes,As new, 130," 1,483",611  kWh/m²  kilowatt hour per square meters,123 kg CO₂/m²,G,Gas
132,10579682,Brabant Wallon,None,1976," 299,000",2,75  m² square meters,Installed,None,None,None,20  m²  square meters,None,400  m²  square meters,626  m²  square meters,4,None,None,None,To be done up,None,None,455  kWh/m²  kilowatt hour per square meters,110 kg CO₂/m²,F,Fuel oil
133,10579678,Namur Zone proche (5000 5001 5002 5003 5004 5020 5,None,1899," 129,000",1,59  m² square meters,Semi equipped,No,None,None,None,None,None,None,2,No,No,Yes,Good,None,None,438  kWh/m²  kilowatt hour per square meters,80 kg CO₂/m²,F,Gas
134,10579677,Namur,None,1899," 99,000",None,25  m² square meters,None,No,None,None,3  m²  square meters,None,None,None,2,No,No,Yes,To be done up,None,None,487  kWh/m²  kilowatt hour per square meters,96 kg CO₂/m²,F,Electric
135,10579674,None,None,1972," 230,000",4,178  m² square meters,Semi equipped,No,None,None,None,Yes,None,817  m²  square meters,4,None,None,None,Good,None, 875,1137  kWh/m²  kilowatt hour per square meters,324 kg CO₂/m²,G_F,Electric
136,10579672,None,None,1959," 689,000",4,264  m² square meters,None,No,None,None,None,None,None,196  m²  square meters,None,No,No,None,Good,None," 2,164",354  kWh/m²  kilowatt hour per square meters,71 kg CO₂/m²,G,Gas
137,10579668,None,None,None," 245,000",3,120  m² square meters,None,No,None,None,40  m²  square meters,None,1200  m²  square meters,1300  m²  square meters,1,None,None,Yes,Good,None,None,583  kWh/m²  kilowatt hour per square meters,Not specified,G,None
138,10579666,Liège,None,None," 369,000",4,556  m² square meters,Installed,No,None,None,None,None,None,450  m²  square meters,2,No,No,None,Good,None,None,182  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
139,10579663,None,None,1974," 300,000",3,130  m² square meters,Hyper equipped,Yes,None,None,15  m²  square meters,None,None,None,2,None,Yes,Yes,As new,None,None,234  kWh/m²  kilowatt hour per square meters,37 kg CO₂/m²,E,Electric
140,10399690,None,None,1977," 250,000",5,157  m² square meters,None,No,None,None,8  m²  square meters,None,None,70  m²  square meters,2,None,No,Yes,To renovate,None,None,399  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
141,10579662,None,None,None," 399,000",3,177  m² square meters,USA hyper equipped,None,None,Yes,None,None,None,1142  m²  square meters,4,None,None,None,None,None,None,606  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
142,10579661,Vlaams-Brabant Noorden,None,1930," 460,000",5,250  m² square meters,Not installed,No,None,None,20  m²  square meters,None,110  m²  square meters,220  m²  square meters,2,No,No,None,To be done up,None," 1,192",639  kWh/m²  kilowatt hour per square meters,17 kg CO₂/m²,F,Gas
143,10579659,None,None,1963," 179,000",1,62  m² square meters,Installed,No,None,None,30  m²  square meters,None,None,None,2,No,No,Yes,Just renovated,None, 661,302  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
144,10579658,None,None,2003," 539,000",4,220  m² square meters,Installed,None,None,None,None,Yes,None,500  m²  square meters,3,None,None,None,Good,None, 928,171  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
145,10579656,None,None,1993," 690,000",5,155  m² square meters,Semi equipped,None,1,None,35  m²  square meters,Yes,None,1378  m²  square meters,4,None,None,None,Good,None,None,340  kWh/m²  kilowatt hour per square meters,81 kg CO₂/m²,D,Fuel oil
146,10579655,None,None,1993," 550,000",5,155  m² square meters,Semi equipped,None,1,None,35  m²  square meters,Yes,None,760  m²  square meters,4,None,None,None,Good,None,None,340  kWh/m²  kilowatt hour per square meters,81 kg CO₂/m²,D,Fuel oil
147,10579651,None,None,2010," 349,000",2,None,Hyper equipped,No,None,None,None,None,45  m²  square meters,139  m²  square meters,2,None,None,None,None,None,None,133  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
148,10557112,Brabant Wallon,None,1955," 499,000",6,185  m² square meters,Installed,No,None,None,21  m²  square meters,None,206  m²  square meters,302  m²  square meters,4,No,No,None,To be done up,None," 2,216",265  kWh/m²  kilowatt hour per square meters,49 kg CO₂/m²,D,Gas
149,10570056,None,None,1990," 249,500",2,105  m² square meters,Hyper equipped,No,None,None,25  m²  square meters,None,12458  m²  square meters,None,3,No,Yes,Yes,As new,None," 1,487",374  kWh/m²  kilowatt hour per square meters,107 kg CO₂/m²,E,None
150,10556350,None,None,2013," 115,000",1,16  m² square meters,Semi equipped,None,None,None,None,None,None,None,2,None,Yes,None,As new, 145, 401,92  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
151,10556661,None,None,2004," 199,500",1,87  m² square meters,Installed,None,None,None,None,None,None,None,3,None,None,None,Good,None, 787,202  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
152,10555241,Vlaams-Brabant Noorden,None,1979," 425,000",3,140  m² square meters,USA installed,No,None,None,24  m²  square meters,None,260  m²  square meters,800  m²  square meters,4,No,No,None,To be done up,None," 1,576",621  kWh/m²  kilowatt hour per square meters,10 kg CO₂/m²,F,Electric
153,10566137,None,None,1974," 595,000",3,215  m² square meters,Installed,None,None,Yes,None,None,1100  m²  square meters,1284  m²  square meters,4,No,No,None,To renovate,None," 4,100",375  kWh/m²  kilowatt hour per square meters,93 kg CO₂/m²,E,Fuel oil
154,10566163,None,None,1994," 1,275,000",5,456  m² square meters,Installed,No,None,None,70  m²  square meters,None,900  m²  square meters,1681  m²  square meters,4,No,No,Yes,As new,None," 2,602",165  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
155,10482344,Brabant Flamand,None,1991," 710,000",5,260  m² square meters,Semi equipped,No,None,Yes,None,None,557  m²  square meters,675  m²  square meters,4,No,No,None,To be done up,None," 4,018",245  kWh/m²  kilowatt hour per square meters,12 kg CO₂/m²,C,Gas
156,10467819,Projets Bruxelles Centre,None,2025," 275,000",None,47  m² square meters,USA hyper equipped,No,None,None,6  m²  square meters,None,None,None,2,No,Yes,Yes,As new,None,None,46  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
157,10384516,Liège environs,None,2022," 349,000",3,153  m² square meters,Hyper equipped,No,None,None,11  m²  square meters,None,500  m²  square meters,None,3,No,Yes,Yes,As new,None,None,93  kWh/m²  kilowatt hour per square meters,1894 kg CO₂/m²,B,Gas
158,10457573,bruxelles,None,2022," 489,000",3,156  m² square meters,USA hyper equipped,No,None,None,6  m²  square meters,None,None,None,3,No,Yes,Yes,As new,None,None,36.68  kWh/m²  kilowatt hour per square meters,6 kg CO₂/m²,A,Gas
159,10227791,Brabant wallon,None,2022," 695,000",3,159  m² square meters,Not installed,No,None,None,54  m²  square meters,None,None,None,None,None,Yes,None,As new,None,None,85  kWh/m²  kilowatt hour per square meters,Not specified,A,Gas
160,10574163,Quartier Joli-Bois,None,1967," 695,000",5,252  m² square meters,Hyper equipped,No,1,None,40  m²  square meters,None,450  m²  square meters,786  m²  square meters,4,None,None,Yes,To be done up,None," 4,043",482  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
161,10457770,Projets Bruxelles Est,None,2023," 805,000",3,171  m² square meters,USA hyper equipped,None,None,None,16  m²  square meters,None,None,None,3,No,Yes,Yes,As new,None,None,55  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
162,10233050,Projets Bruxelles Sud,None,2024," 880,000",3,119  m² square meters,USA hyper equipped,No,None,None,28  m²  square meters,None,None,None,3,No,Yes,None,As new,None,None,125  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
163,10514865,None,None,2022," 990,000",2,217  m² square meters,USA hyper equipped,No,None,None,36  m²  square meters,None,None,None,4,No,Yes,Yes,As new,None,None,1  kWh/m²  kilowatt hour per square meters,1 kg CO₂/m²,A,Gas
164,10457774,Projets Bruxelles Sud,None,2022," 1,340,000",3,179  m² square meters,USA hyper equipped,No,None,None,36  m²  square meters,None,None,None,4,No,Yes,Yes,As new,None,None,88  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
165,10477061,Projets Bruxelles Sud,None,2023," 1,750,000",3,228  m² square meters,USA hyper equipped,No,None,None,67  m²  square meters,None,None,None,4,No,Yes,Yes,As new,None,None,95  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
166,10463775,1 - Bruxelles Sud,None,2021," 1,750,000",3,235  m² square meters,USA hyper equipped,No,None,None,237  m²  square meters,None,None,None,2,No,Yes,Yes,As new,None,None,62  kWh/m²  kilowatt hour per square meters,9 kg CO₂/m²,B,Gas
167,10577525,None,None,1989," 650,000",4,248  m² square meters,USA hyper equipped,No,None,None,100  m²  square meters,None,666  m²  square meters,1115  m²  square meters,4,Yes,Yes,Yes,Good,None," 3,550",220  kWh/m²  kilowatt hour per square meters,55 kg CO₂/m²,C,Fuel oil
168,10567504,None,None,2015," 650,000",2,105  m² square meters,Hyper equipped,No,None,None,13  m²  square meters,None,None,None,2,No,Yes,None,As new,None," 2,445",100  kWh/m²  kilowatt hour per square meters,21 kg CO₂/m²,C,None
169,10552972,None,None,1996," 365,000",3,162  m² square meters,Installed,No,None,None,30  m²  square meters,None,1039  m²  square meters,1039  m²  square meters,4,Yes,No,Yes,As new,None," 1,031",336  kWh/m²  kilowatt hour per square meters,83 kg CO₂/m²,D,Fuel oil
170,10553221,None,None,2012," 565,000",3,230  m² square meters,Hyper equipped,None,None,None,38  m²  square meters,None,None,None,None,None,Yes,Yes,Good,None," 1,608",111  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
171,10553220,None,None,2012," 565,000",3,230  m² square meters,Hyper equipped,None,None,None,38  m²  square meters,None,None,None,None,None,Yes,Yes,Good,None," 1,608",111  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
172,10579650,Merchtem,None,1937," 285,000",3,178  m² square meters,Semi equipped,None,None,Yes,None,None,None,769  m²  square meters,2,None,None,Yes,Good,None, 602,367  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
173,10579648,None,None,1988," 530,000",5,177  m² square meters,USA hyper equipped,No,None,Yes,None,None,380  m²  square meters,612  m²  square meters,4,No,No,None,As new,None," 1,326",236  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
174,10579647,None,None,1954," 395,000",3,140  m² square meters,Hyper equipped,None,None,Yes,None,None,None,325  m²  square meters,3,None,None,Yes,None,None, 861,206  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
175,10579644,Zone Centre Province du Luxembourg,None,2013," 200,000",2,85  m² square meters,Installed,No,None,None,6  m²  square meters,None,16  m²  square meters,None,3,No,No,Yes,As new,None, 535,252  kWh/m²  kilowatt hour per square meters,64 kg CO₂/m²,C,Fuel oil
176,10579643,Zone Sud Province du Luxembourg,None,None," 199,000",3,187  m² square meters,Semi equipped,No,None,None,None,None,None,None,2,No,No,None,Good,None, 507,334  kWh/m²  kilowatt hour per square meters,81 kg CO₂/m²,D,Fuel oil
177,10579641,Bruxelles (19 communes),None,None," 285,000",1,65  m² square meters,Hyper equipped,No,None,None,None,None,None,None,2,No,No,Yes,As new,None,None,345  kWh/m²  kilowatt hour per square meters,69 kg CO₂/m²,F,Gas
178,10579640,Bruxelles- Quartier CEE,None,1972," 295,000",1,83  m² square meters,Installed,No,None,None,4  m²  square meters,None,None,None,2,No,Yes,Yes,As new,None,None,180  kWh/m²  kilowatt hour per square meters,36 kg CO₂/m²,D,Gas
179,10579639,Bruxelles (19 communes),None,None," 275,000",2,65  m² square meters,Installed,No,None,None,None,None,None,None,2,No,No,None,As new,None, 434,2174  kWh/m²  kilowatt hour per square meters,343 kg CO₂/m²,G,Gas
180,10579638,Bruxelles (19 communes),None,1956," 625,000",4,312  m² square meters,Hyper equipped,No,None,None,None,None,100  m²  square meters,None,3,No,No,None,Good,None," 3,031",208  kWh/m²  kilowatt hour per square meters,42 kg CO₂/m²,D,Gas
181,10579637,Bruxelles (19 communes),None,1925," 720,000",3,202  m² square meters,Installed,No,None,None,8  m²  square meters,None,None,None,4,No,Yes,None,Good,None,None,299  kWh/m²  kilowatt hour per square meters,59 kg CO₂/m²,F,Gas
182,10579636,Bruxelles- Quartier CEE,None,1932," 329,000",2,84  m² square meters,USA installed,Yes,None,None,None,None,None,None,3,No,Yes,None,Good,None,None,196  kWh/m²  kilowatt hour per square meters,42 kg CO₂/m²,D,Gas
183,10579635,Bruxelles (19 communes),None,1917," 1,150,000",8,663  m² square meters,Hyper equipped,No,None,None,12  m²  square meters,None,None,251  m²  square meters,2,None,None,None,As new,None,None,210  kWh/m²  kilowatt hour per square meters,41 kg CO₂/m²,D,Gas
184,10579634,None,None,1989," 4,995,000",8,500  m² square meters,USA hyper equipped,None,None,Yes,None,None,1187  m²  square meters,1174  m²  square meters,4,Yes,No,None,As new,None,None,168  kWh/m²  kilowatt hour per square meters,89 kg CO₂/m²,B,Gas
185,10579633,None,None,1938," 395,000",4,180  m² square meters,None,No,None,None,9  m²  square meters,None,100  m²  square meters,None,2,None,None,Yes,To renovate,None,None,435  kWh/m²  kilowatt hour per square meters,87 kg CO₂/m²,G,None
186,10579629,None,None,None," 725,000",3,125  m² square meters,Hyper equipped,No,None,None,80  m²  square meters,None,None,None,2,No,Yes,None,None,None,None,179  kWh/m²  kilowatt hour per square meters,Not specified,B,None
187,10579626,None,None,1969," 345,000",3,146  m² square meters,Installed,None,None,None,14  m²  square meters,None,None,860  m²  square meters,4,None,None,None,Good,None, 961,685  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
